date,headline,doc_type,material_type,section,keywords
2020-03-20,Some Big Investors Are Stockpiling Cash to Prepare for Whatever Comes Next,article,News,,"['Hedge Funds', 'Stocks and Bonds', 'Credit and Debt', 'Coronavirus (2019-nCoV)']"
2020-03-20,"Heavy Rains Flood Parts of Ohio, Stranding Residents",article,News,,"['Floods', 'Rain', 'Weather']"
2020-03-20,A British Shoe Designer’s Vase Collection,article,News,,"['Glass', 'Design']"
2020-03-20,Working from Home with Musical Accompaniment,article,News,,"['Real Estate and Housing (Residential)', 'Telecommuting', 'Education (K-12)', 'Coronavirus (2019-nCoV)']"
2020-03-20,Gov. Gavin Newsom of California Orders Californians to Stay at Home,article,News,,"['Coronavirus (2019-nCoV)', 'Shutdowns (Institutional)']"
2020-03-20,"In Shift, Trudeau Says Canada Will Return Asylum Seekers to U.S.",article,News,,"['Illegal Immigration', 'Immigration and Emigration', 'Asylum, Right of', 'Refugees and Displaced Persons', 'Immigration Detention', 'Coronavirus (2019-nCoV)']"
2020-03-20,Privatized Pushbacks: How Merchant Ships Guard Europe,article,News,,"['Middle East and Africa Migrant Crisis', 'Ships and Shipping', 'Refugees and Displaced Persons', 'Rescues', 'Maritime Accidents and Safety', 'Maritime Crime']"
2020-03-20,When Stocking Grocery Shelves Turns Dangerous,article,News,,"['Supermarkets and Grocery Stores', 'Workplace Hazards and Violations', 'Coronavirus (2019-nCoV)', 'Labor and Jobs', 'Protective Clothing and Gear']"
2020-03-20,Kelly Loeffler and Richard Burr Were Briefed on Coronavirus. Then They Sold Stocks. What Now?,article,News,,"['Ethics and Official Misconduct', 'United States Politics and Government', 'Coronavirus (2019-nCoV)', 'Insider Trading', 'Stocks and Bonds']"
2020-03-20,Coronavirus Brings a Surge to News Sites,article,News,,"['Coronavirus (2019-nCoV)', 'News and News Media', 'Newspapers', 'Online Advertising', 'Quarantines', 'Computers and the Internet']"
2020-03-20,8 Big-Studio Movies Coming to Your Home,article,News,,['Movies']
2020-03-20,Some Big Investors Are Stockpiling Cash to Prepare for Whatever Comes Next,article,News,,"['Hedge Funds', 'Stocks and Bonds', 'Credit and Debt', 'Coronavirus (2019-nCoV)']"
2020-03-20,"Heavy Rains Flood Parts of Ohio, Stranding Residents",article,News,,"['Floods', 'Rain', 'Weather']"
2020-03-20,How the Promise of American Jobs Became Entangled in a Faraway War,article,News,,"['Arms Trade', 'Defense and Military Forces']"
2020-03-20,"In Italy, Coronavirus Takes a Higher Toll on Men",article,News,,"['your-feed-science', 'Women and Girls', 'Coronavirus (2019-nCoV)', 'Deaths (Fatalities)', 'Men and Boys', 'Epidemics', 'Immune System', 'your-feed-health']"
2020-03-20,What Happens When We Lose the Art That Brings Us Together?,article,News,,"['Movies', 'Art', 'Theater']"
2020-03-20,Coronavirus and Poverty: A Mother Skips Meals So Her Children Can Eat,article,News,,"['Coronavirus (2019-nCoV)', 'Lunch and Breakfast Programs', 'Poverty', 'Shutdowns (Institutional)', 'Education (K-12)']"
2020-03-20,"Thanks to Sanctions, Russia Is Cushioned From Virus’s Economic Shocks",article,News,,"['Ruble (Currency)', 'Embargoes and Sanctions', 'Coronavirus (2019-nCoV)', 'Oil (Petroleum) and Gasoline']"
2020-03-20,How ‘One Day at a Time’ Came Back From the Brink,article,News,,['Television']
2020-03-20,Search for Coronavirus Vaccine Becomes a Global Competition,article,News,,"['Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'Drugs (Pharmaceuticals)', 'Epidemics', 'United States Politics and Government', 'Research', 'Clinical Trials']"
2020-03-20,The Coder and the Dictator,article,News,,"['Virtual Currency', 'Politics and Government', 'Bitcoin (Currency)']"
2020-03-20,What’s on TV Friday: ‘The Banker’ and ‘Blow the Man Down’,article,News,,"['Television', 'Movies']"
2020-03-20,"What Students Are Saying About Parental Surveillance, Living Without Wi-Fi and Vibrant Youth",article,News,,[]
2020-03-20,"What Students Are Saying About Parental Surveillance, Living Without Wi-Fi and Vibrant Youth",article,News,,[]
2020-03-20,What Happens When We Lose the Art That Brings Us Together?,article,News,,"['Movies', 'Art', 'Theater']"
2020-03-20,Photos From a Century of Epidemics,article,News,,"['Coronavirus (2019-nCoV)', 'Epidemics', 'Quarantines', 'Swine Influenza', 'Ebola Virus', 'SARS (Severe Acute Respiratory Syndrome)', 'Influenza', 'ACQUIRED IMMUNE DEFICIENCY SYNDROME']"
2020-03-20,"Before Bach, He Was Germany’s Greatest Composer",article,News,,['Classical Music']
2020-03-20,"An Impromptu Wedding, Social Distancing Included",article,News,,"['Weddings and Engagements', 'Coronavirus (2019-nCoV)']"
2020-03-20,How to Have a Successful Virtual Happy Hour,article,News,,"['Cocktails and Mixed Drinks', 'Coronavirus (2019-nCoV)', 'Social Media', 'Parties (Social)']"
2020-03-20,Senate Debates $1 Trillion Rescue Plan; States Tell People to Stay Indoors,article,News,,['Coronavirus (2019-nCoV)']
2020-03-20,Telling the Truth Wasn’t an Option,article,News,,"['Love (Emotion)', 'Dating and Relationships', 'Illegal Immigration']"
2020-03-20,"Dirty Projectors Also Covered John Lennon, Thankfully, and 10 More New Songs",article,News,,"['Pop and Rock Music', 'Rap and Hip-Hop', 'Jazz']"
2020-03-20,Men Convicted in Delhi Bus Rape Are Hanged in India,article,News,,['Sex Crimes']
2020-03-20,Will ‘Helicopter Money’ and the ‘Big Bazooka’ Help Rescue Europe?,article,News,,"['Coronavirus (2019-nCoV)', 'Euro (Currency)', 'Credit and Debt']"
2020-03-20,Quotation of the Day: Doctors Sound Alarm as a Nation Struggles,article,News,,[]
2020-03-20,Lesson of the Day: ‘What to Name the Oldest Modern Bird Fossil? Wonderchicken’,article,News,,[]
2020-03-20,On Politics: What Does This All Mean for November?,article,News,,"['Presidential Election of 2020', 'Primaries and Caucuses', 'Coronavirus (2019-nCoV)', 'United States Politics and Government', 'Vice Presidents and Vice Presidency (US)']"
2020-03-20,The Pandemic That Ravaged Canada and Its Lessons for Today,article,News,,"['Epidemics', 'Quarantines', 'Coronavirus (2019-nCoV)', 'Influenza']"
2020-03-20,"How Grimes, the Ultimate D.I.Y. Pop Star, Made ‘Delete Forever’",article,News,,['Pop and Rock Music']
2020-03-20,Relief Offered From Testing and Student Loans as Virus Roils Education,article,News,,"['Shutdowns (Institutional)', 'Education (K-12)', 'Student Loans', 'Coronavirus (2019-nCoV)']"
2020-03-20,Trump Administration Delays Tax Day Until July 15,article,News,,"['Federal Taxes (US)', 'Tax Preparers and Preparation', 'Income Tax', 'Corporate Taxes', 'United States Politics and Government', 'APPOINTMENTS AND EXECUTIVE CHANGES', 'United States Economy']"
2020-03-20,How Is the Coronavirus Outbreak Affecting Your Life?,article,News,,[]
2020-03-20,"At Kobe Bryant’s High School, Coronavirus Suspends Already Tough Basketball Season",article,News,,"['Basketball', 'Coronavirus (2019-nCoV)', 'Grief (Emotion)', 'Interscholastic Athletics']"
2020-03-20,Got Potatoes and Tuna? You’re Most of the Way to Dinner,article,News,,"['Cooking and Cookbooks', 'Potatoes', 'Capers', 'ANCHOVIES']"
2020-03-20,Craft Beer Fans Know Hops. But What About Yeast?,article,News,,"['Beer', 'Yeast']"
2020-03-20,How Crown Princess Marie-Chantal of Greece Spends Her Sundays,article,News,,['Royal Families']
2020-03-20,Stock Market’s Gain Under Trump Vanishes,article,News,,"['Stocks and Bonds', 'Coronavirus (2019-nCoV)', 'Dow Jones Stock Average', 'United States Politics and Government', 'United States Economy']"
2020-03-20,Coronavirus Stimulus Package Spurs a Lobbying Gold Rush,article,News,,"['Stimulus (Economic)', 'United States Economy', 'Lobbying and Lobbyists', 'United States Politics and Government', 'Coronavirus (2019-nCoV)', 'Layoffs and Job Reductions', 'Tax Credits, Deductions and Exemptions', 'Hotels and Travel Lodgings', 'Franchises']"
2020-03-20,Daniel Radcliffe Does Not Have Coronavirus,article,News,,"['ACTORS AND ACTRESSES', 'Harry Potter (Fictional Character)', 'Movies', 'Theater']"
2020-03-20,New York’s Millennial Homeowners and Where to Find Them,article,News,,"['Real Estate and Housing (Residential)', 'Real Estate Brokers', 'Millennial Generation', 'Cooperatives', 'Mortgages', 'Affordable Housing']"
2020-03-20,How to Run a Bath That Feels Like a Spa Treatment,article,News,,"['Bathing and Showering', 'Beauty (Concept)', 'Salt', 'Water', 'Aromatherapy']"
2020-03-20,Young Adults Come to Grips With Coronavirus Health Risks,article,News,,"['Coronavirus (2019-nCoV)', 'Millennial Generation', 'Generation X', 'Mental Health and Disorders', 'Medicine and Health', 'Youth', 'Quarantines', 'your-feed-science']"
2020-03-20,Coronavirus Delays Work on NASA’s Moon Rocket and Capsule,article,News,,"['Coronavirus (2019-nCoV)', 'Space and Astronomy', 'Rocket Science and Propulsion', 'Moon', 'United States Politics and Government', 'Mars (Planet)', 'ExoMars (Mars Rover)']"
2020-03-20,2 Chicago Police Officers Fired Over Chase That Ended With Teenager’s Killing,article,News,,"['Police Brutality, Misconduct and Shootings']"
2020-03-20,What’s Happening to the Monarch Butterfly Population?,article,News,,"['Butterflies and Moths', 'Endangered and Extinct Species', 'Research', 'your-feed-science']"
2020-03-20,Coronavirus in N.Y.: ‘Deluge’ of Cases Begins Hitting Hospitals,article,News,,"['Coronavirus (2019-nCoV)', 'Shortages', 'Hospitals', 'Emergency Medical Treatment', 'Ventilators (Medical)', 'Protective Clothing and Gear', 'Masks', 'Quarantines', 'Stockpiling']"
2020-03-20,We Wrote You a Hand-Washing Song: Listen Up,article,News,,"['Hygiene and Cleanliness', 'Music', 'Theater', 'Coronavirus (2019-nCoV)']"
2020-03-20,"Taliban Kill 24 Afghan Troops, With Inside Help",article,News,,"['Terrorism', 'Afghanistan War (2001- )', 'Deaths (Fatalities)']"
2020-03-20,White House Enlists Military to Import Swabs for Coronavirus Tests,article,News,,"['United States Politics and Government', 'Coronavirus (2019-nCoV)', 'Tests (Medical)', 'United States Defense and Military Forces', 'Ventilators (Medical)', 'Shortages', 'Factories and Manufacturing', 'Quarantines']"
2020-03-20,Quotation of the Day: Doctors Sound Alarm as a Nation Struggles,article,News,,[]
2020-03-20,Will ‘Helicopter Money’ and the ‘Big Bazooka’ Help Rescue Europe?,article,News,,"['Coronavirus (2019-nCoV)', 'Euro (Currency)', 'Credit and Debt']"
2020-03-20,"How Grimes, the Ultimate D.I.Y. Pop Star, Made ‘Delete Forever’",article,News,,['Pop and Rock Music']
2020-03-20,She Had 3 Jobs to Support Her Music. Now All Are Gone.,article,News,,"['Shutdowns (Institutional)', 'Coronavirus (2019-nCoV)', 'Music', 'Freelancing, Self-Employment and Independent Contracting']"
2020-03-20,Senators Edge Closer to Bipartisan Agreement on Economic Rescue Plan,article,News,,"['United States Politics and Government', 'United States Economy', 'Stimulus (Economic)', 'Coronavirus (2019-nCoV)', 'Unemployment Insurance', 'Paid Time Off']"
2020-03-20,Coronavirus Delays Work on NASA’s Moon Rocket and Capsule,article,News,,"['Coronavirus (2019-nCoV)', 'Space and Astronomy', 'Rocket Science and Propulsion', 'Moon', 'United States Politics and Government', 'Mars (Planet)', 'ExoMars (Mars Rover)']"
2020-03-20,Young Adults Come to Grips With Coronavirus Health Risks,article,News,,"['Coronavirus (2019-nCoV)', 'Millennial Generation', 'Generation X', 'Mental Health and Disorders', 'Medicine and Health', 'Youth', 'Quarantines', 'your-feed-science']"
2020-03-20,2 Chicago Police Officers Fired Over Chase That Ended With Teenager’s Killing,article,News,,"['Police Brutality, Misconduct and Shootings']"
2020-03-20,What’s Happening to the Monarch Butterfly Population?,article,News,,"['Butterflies and Moths', 'Endangered and Extinct Species', 'Research', 'your-feed-science']"
2020-03-20,American Oil Drillers Were Hanging On by a Thread. Then Came the Virus.,article,News,,"['Oil (Petroleum) and Gasoline', 'Credit and Debt', 'Natural Gas', 'Coronavirus (2019-nCoV)']"
2020-03-20,"43 Coronavirus Deaths and Over 5,600 Cases in N.Y.C.",article,News,,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Shutdowns (Institutional)']"
2020-03-20,"At Kobe Bryant’s High School, Coronavirus Suspends Already Tough Basketball Season",article,News,,"['Basketball', 'Coronavirus (2019-nCoV)', 'Grief (Emotion)', 'Interscholastic Athletics']"
2020-03-20,How Is the Coronavirus Outbreak Affecting Your Life?,article,News,,[]
2020-03-20,Maybe the Survivor’s Daughter Could Survive,article,News,,"['Holocaust and the Nazi Era', 'World War II (1939-45)', 'Yiddish Language', 'Cancer', 'Parenting', 'Families and Family Life']"
2020-03-20,One in Five Americans Ordered to Stay Home in Coronavirus Crackdown,article,News,,"['Coronavirus (2019-nCoV)', 'Shutdowns (Institutional)', 'Quarantines', 'Politics and Government', 'Epidemics']"
2020-03-20,One in Five Americans Ordered to Stay Home in Coronavirus Crackdown,article,News,,"['Coronavirus (2019-nCoV)', 'Shutdowns (Institutional)', 'Quarantines', 'Politics and Government', 'Epidemics']"
2020-03-21,The Coronavirus’s Rampage Through a Suburban Nursing Home,article,News,,"['Coronavirus (2019-nCoV)', 'Deaths (Fatalities)', 'Nursing Homes', 'Quarantines', 'Nursing and Nurses', 'Elder Care', 'Nine-One-One (911) (Emergency Phone Number)']"
2020-03-21,How It All Came Apart for Bernie Sanders,article,News,,"['Primaries and Caucuses', 'Presidential Election of 2020', 'United States Politics and Government']"
2020-03-21,Biden Takes Charge as Coronavirus Spreads: This Week in the 2020 Race,article,News,,"['Presidential Election of 2020', 'Primaries and Caucuses']"
2020-03-21,Coming to a Country Near You: A Russian Nuclear Power Plant,article,News,,"['Nuclear Energy', 'Electric Light and Power', 'International Relations', 'Foreign Investments', 'Politics and Government']"
2020-03-21,The Lessons of the Elections of 1918,article,News,,"['Influenza', 'Presidential Election of 2020', 'United States Politics and Government', 'Epidemics', 'Coronavirus (2019-nCoV)']"
2020-03-21,Freezers Sell Out as Consumers Stock Up,article,News,,"['Refrigerators', 'Shopping and Retail', 'Coronavirus (2019-nCoV)', 'Shortages']"
2020-03-21,Coronavirus Compounds Financial Concerns in Women’s Sports,article,News,,"['Coronavirus (2019-nCoV)', 'Women and Girls', 'Wages and Salaries', 'Golf', 'Basketball', 'Soccer']"
2020-03-21,Americans Coping With the Coronavirus Are Clogging Toilets,article,News,,"['Bathrooms and Toilets', 'Infrastructure (Public Works)', 'Waste Materials and Disposal', 'Sewers and Sewage', 'Coronavirus (2019-nCoV)', 'Quarantines', 'Plumbing']"
2020-03-21,20 Seconds That Make These Dreary Times Go Faster,article,News,,"['Coronavirus (2019-nCoV)', 'Hygiene and Cleanliness', 'Music']"
2020-03-21,"Corrections: March 21, 2020",article,News,,[]
2020-03-21,"Corrections: March 21, 2020",article,News,,[]
2020-03-21,"A Virus Both Divides Us, and Brings Us Together",article,News,,"['Coronavirus (2019-nCoV)', 'Masks', 'Race and Ethnicity', 'Discrimination']"
2020-03-21,"A Virus Both Divides Us, and Brings Us Together",article,News,,"['Coronavirus (2019-nCoV)', 'Masks', 'Race and Ethnicity', 'Discrimination']"
2020-03-21,Freezers Sell Out as Consumers Stock Up,article,News,,"['Refrigerators', 'Shopping and Retail', 'Coronavirus (2019-nCoV)', 'Shortages']"
2020-03-21,Pences Test Negative; States Warn That Supplies Are Dwindling,article,News,,['Coronavirus (2019-nCoV)']
2020-03-21,How It All Came Apart for Bernie Sanders,article,News,,"['Primaries and Caucuses', 'Presidential Election of 2020', 'United States Politics and Government']"
2020-03-21,The Coronavirus’s Rampage Through a Suburban Nursing Home,article,News,,"['Coronavirus (2019-nCoV)', 'Deaths (Fatalities)', 'Nursing Homes', 'Quarantines', 'Nursing and Nurses', 'Elder Care', 'Nine-One-One (911) (Emergency Phone Number)']"
2020-03-21,Planning a Wedding at Home? Here Are a Few Things to Consider,article,News,,"['Coronavirus (2019-nCoV)', 'Marriages', 'Parties (Social)']"
2020-03-21,Where Are All the Masks?,article,News,,"['Protective Clothing and Gear', 'Coronavirus (2019-nCoV)', 'Masks']"
2020-03-21,Commanding the Situation,article,News,,"['Crossword Puzzles', 'American Crossword Puzzle Tournament']"
2020-03-21,Quotation of the Day: $1 Trillion Stimulus Spurs Lobbying Gold Rush,article,News,,[]
2020-03-21,"N.Y. Weighs Four Temporary Hospitals Sites, Including Javits Center",article,News,,"['Coronavirus (2019-nCoV)', 'Hospitals', 'Quarantines', 'Shutdowns (Institutional)', 'Deaths (Fatalities)']"
