date,headline,doc_type,material_type,section,keywords
2020-03-27,How a Dance Video Director Spends His Sundays,article,News,,"['Dancing', 'Coronavirus (2019-nCoV)']"
2020-03-27,‘Why Can’t We Go to Chuck E. Cheese?’,article,News,,"['Podcasts', 'Newsletters', 'Coronavirus (2019-nCoV)', 'Quarantines']"
2020-03-27,"The Virus Is Coming to Myanmar, but the Pain Has Already Begun",article,News,,"['Layoffs and Job Reductions', 'Coronavirus (2019-nCoV)', 'Unemployment']"
2020-03-27,How a Dance Video Director Spends His Sundays,article,News,,"['Dancing', 'Coronavirus (2019-nCoV)']"
2020-03-27,Airlines Tell Employees to Prepare for Difficult Times,article,News,,"['Coronavirus (2019-nCoV)', ""Standard & Poor's 500-Stock Index"", 'United States Economy', 'Stocks and Bonds', 'Economic Conditions and Trends', 'International Trade and World Market']"
2020-03-27,A Brooklyn Dodgers Fan Who Never Gave Up on Ebbets Field,article,News,,"['Baseball', 'Stadiums and Arenas', 'Historic Buildings and Sites', 'ARCHIVES AND RECORDS', 'ARCHITECTURE', 'Models and Replicas']"
2020-03-27,"In This Moment of Solitude, Books Can Be Our Passports",article,News,,"['Writing and Writers', 'Books and Literature', 'Travel and Vacations']"
2020-03-27,"As Life Moves Online, an Older Generation Faces a Digital Divide",article,News,,"['Coronavirus (2019-nCoV)', 'Computers and the Internet', 'Videophones and Videoconferencing', 'Mobile Applications', 'Elderly', 'Software', 'Nursing Homes', 'Epidemics', 'Quarantines']"
2020-03-27,"In Time of Quarantine, Zwirner Shares Online Platform With Smaller Galleries",article,News,,"['Art', 'Coronavirus (2019-nCoV)', 'Computers and the Internet']"
2020-03-27,"As Life Moves Online, an Older Generation Faces a Digital Divide",article,News,,"['Coronavirus (2019-nCoV)', 'Computers and the Internet', 'Videophones and Videoconferencing', 'Mobile Applications', 'Elderly', 'Software', 'Nursing Homes', 'Epidemics', 'Quarantines']"
2020-03-27,Binge These One-Season Wonders,article,News,,['Television']
2020-03-27,"Trish Regan, Fox Business Host Who Dismissed Virus Concerns, Departs",article,News,,"['Coronavirus (2019-nCoV)', 'Television', 'News and News Media']"
2020-03-27,‘We Have Lost It All’: The Shock Felt by Millions of Unemployed Americans,article,News,,"['Coronavirus (2019-nCoV)', 'Shutdowns (Institutional)', 'Layoffs and Job Reductions', 'Unemployment', 'United States Economy']"
2020-03-27,The Ultimate Beethoven Symphony Collection,article,News,,['Classical Music']
2020-03-27,"Coronavirus Cases, Concentrated on the Coasts, Now Threaten America’s Middle",article,News,,"['Coronavirus (2019-nCoV)', 'Shutdowns (Institutional)', 'Quarantines', 'States (US)', 'Protective Clothing and Gear', 'Masks', 'Shortages', 'Mayors', 'Governors (US)']"
2020-03-27,A Dinner-Worthy Grilled Cheese,article,News,,['Cooking and Cookbooks']
2020-03-27,Word + Quiz: flounce,article,News,,[]
2020-03-27,Trump and His Allies Played Down the Virus. Then the Dow Got Infected.,article,News,,"['Coronavirus (2019-nCoV)', 'United States Economy', 'United States Politics and Government', 'Dow Jones Stock Average', 'Stocks and Bonds']"
2020-03-27,Love Letter: Countless ‘Goodbyes’ From the Front Lines,article,News,,"['Coronavirus (2019-nCoV)', 'Love (Emotion)', 'Marriages']"
2020-03-27,No Swimming Pools? No Sports to Announce? No Problem,article,News,,"['Swimming', 'Soccer', 'Basketball', 'Coronavirus (2019-nCoV)']"
2020-03-27,Love Letter: Countless ‘Goodbyes’ From the Front Lines,article,News,,"['Coronavirus (2019-nCoV)', 'Love (Emotion)', 'Marriages']"
2020-03-27,Behind the Cover: Dark Tourism in Chernobyl,article,News,,['Design']
2020-03-27,Philadelphia Hospital to Stay Closed After Owner Requests Nearly $1 Million a Month,article,News,,"['Hospitals', 'Coronavirus (2019-nCoV)', 'Eminent Domain']"
2020-03-27,"‘Making the Cut’ Is New, but the Pattern Is Familiar",article,News,,['Television']
2020-03-27,Living Near Train Tracks,article,News,,"['Real Estate and Housing (Residential)', 'Subways', 'Railroads', 'Building (Construction)', 'Noise', 'Condominiums']"
2020-03-27,Philadelphia Hospital to Stay Closed After Owner Requests Nearly $1 Million a Month,article,News,,"['Hospitals', 'Coronavirus (2019-nCoV)', 'Eminent Domain']"
2020-03-27,The Ultimate Beethoven Symphony Collection,article,News,,['Classical Music']
2020-03-27,"Coronavirus Cases, Concentrated on the Coasts, Now Threaten America’s Middle",article,News,,"['Coronavirus (2019-nCoV)', 'Shutdowns (Institutional)', 'Quarantines', 'States (US)', 'Protective Clothing and Gear', 'Masks', 'Shortages', 'Mayors', 'Governors (US)']"
2020-03-27,A Dinner-Worthy Grilled Cheese,article,News,,['Cooking and Cookbooks']
2020-03-27,A Dinner-Worthy Grilled Cheese,article,News,,['Cooking and Cookbooks']
2020-03-27,"For Farmers, Stimulus Bill Means Subsidies Continue to Flow",article,News,,"['Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Coronavirus (2019-nCoV)', 'Agriculture and Farming', 'Politics and Government', 'Presidential Election of 2020', 'Stimulus (Economic)', 'United States Economy', 'Law and Legislation']"
2020-03-27,‘White-Collar Quarantine’ Over Virus Spotlights Class Divide,article,News,,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Shutdowns (Institutional)', 'Income Inequality', 'E-Learning', 'Education (K-12)', 'Computers and the Internet', 'Labor and Jobs', 'Paid Time Off', 'Second Homes and Non-Primary Residences', 'Epidemics', 'Child Care', 'Videophones and Videoconferencing', 'Telecommuting']"
2020-03-27,Black Women Learn to Braid While Social Distancing,article,News,,"['Black People', 'Social Media', 'Hair', 'Coronavirus (2019-nCoV)']"
2020-03-27,A Kids’ Guide to Coronavirus,article,News,,"['Quarantines', 'Coronavirus (2019-nCoV)', 'Children and Childhood']"
2020-03-27,Special Episode: Jody’s Playlist,article,News,,"['Coronavirus (2019-nCoV)', 'Music', 'Jazz', 'Quarantines']"
2020-03-27,Trump’s Environmental Rollbacks Find Opposition Within: Staff Scientists,article,News,,"['Global Warming', 'Environment', 'Greenhouse Gas Emissions', 'United States Politics and Government', 'Regulation and Deregulation of Industry', 'Government Employees']"
2020-03-27,What We Can Learn From European Dog Culture,article,News,,"['Animal Behavior', 'Dogs', 'Pets']"
2020-03-27,A Ballet Scandal Gets the ‘Special Victims Unit’ Treatment,article,News,,"['Dancing', 'Television', 'Sexual Harassment', 'Sexting']"
2020-03-27,From the Archives: Colson Whitehead and Jeffrey Toobin,article,News,,['Books and Literature']
2020-03-27,"Reinventing Easter, Passover and Other Holiday Meals in a Time of Limits",article,News,,"['Cooking and Cookbooks', 'Families and Family Life', 'Easter and Holy Week', 'Passover', 'Ramadan', 'Food', 'Coronavirus (2019-nCoV)']"
2020-03-27,One Shop Became a Lifeline for Rhode Island’s Solitary Clam Fishermen,article,News,,"['Coronavirus (2019-nCoV)', 'Clams', 'Seafood', 'Shopping and Retail', 'Supermarkets and Grocery Stores', 'Fishing, Commercial', 'Shutdowns (Institutional)']"
2020-03-28,National Enquirer Publisher Is Cutting Employees’ Pay,article,News,,"['Layoffs and Job Reductions', 'Coronavirus (2019-nCoV)', 'ADVERTISING AND MARKETING']"
2020-03-28,"With Coronavirus Disrupting College, Should Every Student Pass?",article,News,,"['Colleges and Universities', 'Grading of Students', 'Coronavirus (2019-nCoV)']"
2020-03-28,They Celebrated Basketball and a Birthday. Then Came Coronavirus.,article,News,,"['Coronavirus (2019-nCoV)', 'Basketball', 'Parties (Social)']"
2020-03-28,"4-Year-Old Girl, Lost in the Woods for 48 Hours, Is Found Unharmed",article,News,,"['Missing Persons', 'Children and Childhood', 'Volunteers and Community Service']"
2020-03-28,Taliban Attack Afghanistan Amid Growing Coronavirus Threat,article,News,,"['Terrorism', 'Afghanistan War (2001- )', 'Coronavirus (2019-nCoV)', 'Prisons and Prisoners', 'Attacks on Police']"
2020-03-28,"With Coronavirus Disrupting College, Should Every Student Pass?",article,News,,"['Colleges and Universities', 'Grading of Students', 'Coronavirus (2019-nCoV)']"
2020-03-28,They Celebrated Basketball and a Birthday. Then Came Coronavirus.,article,News,,"['Coronavirus (2019-nCoV)', 'Basketball', 'Parties (Social)']"
2020-03-28,An Actual Virus Sobers the Goofy Age of ‘Going Viral’,article,News,,"['Coronavirus (2019-nCoV)', 'Language and Languages', 'Viruses', 'Computers and the Internet']"
2020-03-28,"6 Siblings Killed in House Fire in Rural Indiana, Officials Say",article,News,,"['Fires and Firefighters', 'Deaths (Fatalities)', 'ACCIDENTS AND SAFETY']"
2020-03-28,Figuring Out Home Schooling in the Age of Coronavirus,article,News,,"['Education (K-12)', 'Families and Family Life', 'Coronavirus (2019-nCoV)', 'Income Inequality', 'Laptop Computers', 'Parenting']"
2020-03-28,"4-Year-Old Girl, Lost in the Woods for 48 Hours, Is Found Unharmed",article,News,,"['Missing Persons', 'Children and Childhood', 'Volunteers and Community Service']"
2020-03-28,Bring in the Robot Cleaners: Travel Industry Innovations for the Pandemic,article,News,,"['Travel and Vacations', 'Coronavirus (2019-nCoV)', 'Hotels and Travel Lodgings', 'Robots and Robotics', 'Ultraviolet Light', 'Cleansers, Detergents and Soaps', 'Hygiene and Cleanliness', 'Private Aircraft', 'Innovation']"
2020-03-28,Finding Comfort in a Bottle of Familiar Wine,article,News,,"['Wines', 'Coronavirus (2019-nCoV)', 'Quarantines', 'Champagne (Wine)', 'Chardonnay (Wine)']"
2020-03-28,What’s on TV Saturday: ‘Captain Phillips’ and ‘Fly Away Home’,article,News,,"['Television', 'Movies']"
2020-03-28,Analyzing the Patterns in Trump’s Falsehoods About Coronavirus,article,News,,"['Coronavirus (2019-nCoV)', 'United States Politics and Government', 'Medicine and Health']"
2020-03-28,Eat Cake for Breakfast!,article,News,,"['Cooking and Cookbooks', 'Recipes']"
2020-03-28,Trump Backtracks After Cuomo Criticizes Quarantine Idea,article,News,,['Coronavirus (2019-nCoV)']
2020-03-28,The Nordic Way to Economic Rescue,article,News,,"['Economic Conditions and Trends', 'Nationalization of Industry', 'Stimulus (Economic)', 'United States Economy', 'Labor and Jobs', 'Taxation', 'Layoffs and Job Reductions', 'Unemployment']"
2020-03-28,A Wall. A Ball. That’s All: Your New Social-Distancing Workout,article,News,,"['Coronavirus (2019-nCoV)', 'Tennis', 'Exercise', 'Parks and Other Recreation Areas']"
2020-03-28,"U.S. Civil Rights Office Rejects Rationing Medical Care Based on Disability, Age",article,News,,"['Coronavirus (2019-nCoV)', 'Civil Rights and Liberties', 'Rationing and Allocation of Resources', 'Ventilators (Medical)', 'Discrimination']"
2020-03-28,What’s on TV Saturday: ‘Captain Phillips’ and ‘Fly Away Home’,article,News,,"['Television', 'Movies']"
2020-03-28,A Wall. A Ball. That’s All: Your New Social-Distancing Workout,article,News,,"['Coronavirus (2019-nCoV)', 'Tennis', 'Exercise', 'Parks and Other Recreation Areas']"
2020-03-28,Trump Backtracks After Cuomo Criticizes Quarantine Idea,article,News,,['Coronavirus (2019-nCoV)']
2020-03-28,The Nordic Way to Economic Rescue,article,News,,"['Economic Conditions and Trends', 'Nationalization of Industry', 'Stimulus (Economic)', 'United States Economy', 'Labor and Jobs', 'Taxation', 'Layoffs and Job Reductions', 'Unemployment']"
2020-03-28,Panic Buying Comes for the Seeds,article,News,,"['Seeds', 'Gardens and Gardening', 'Corn', 'Flowers and Plants', 'Vegetables', 'Coronavirus (2019-nCoV)', 'Quarantines', 'your-feed-science', 'your-feed-selfcare']"
2020-03-28,Trump Says a Quarantine ‘Will Not Be Necessary’,article,News,,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Politics and Government']"
2020-03-28,The New Rules of Running Now,article,News,,"['Running', 'Sneakers', 'Exercise', 'Coronavirus (2019-nCoV)', 'Anxiety and Stress']"
2020-03-28,Strangers in an Empty Dorm,article,News,,['Weddings and Engagements']
2020-03-28,Grappling With the Impact of Coronavirus: This Week in the 2020 Race,article,News,,"['Presidential Election of 2020', 'Debates (Political)', 'Primaries and Caucuses', 'Coronavirus (2019-nCoV)', 'Democratic National Convention']"
2020-03-28,Price Gouging Complaints Surge Amid Coronavirus Pandemic,article,News,,"['Prices (Fares, Fees and Rates)', 'Attorneys General']"
2020-03-28,Grappling With the Impact of Coronavirus: This Week in the 2020 Race,article,News,,"['Presidential Election of 2020', 'Debates (Political)', 'Primaries and Caucuses', 'Coronavirus (2019-nCoV)', 'Democratic National Convention']"
2020-03-28,Strangers in an Empty Dorm,article,News,,['Weddings and Engagements']
2020-03-28,Trump Suggests He Can Gag Inspector General for Stimulus Bailout Program,article,News,,"['United States Politics and Government', 'Law and Legislation', 'Signing Statements', 'Presidents and Presidency (US)', 'Coronavirus (2019-nCoV)']"
2020-03-28,Price Gouging Complaints Surge Amid Coronavirus Pandemic,article,News,,"['Prices (Fares, Fees and Rates)', 'Attorneys General']"
2020-03-28,"Larry Kramer, AIDS Warrior, Takes on Another Plague",article,News,,"['ACQUIRED IMMUNE DEFICIENCY SYNDROME', 'Coronavirus (2019-nCoV)', 'Epidemics']"
2020-03-28,The Lost Month: How a Failure to Test Blinded the U.S. to Covid-19,article,News,,"['Coronavirus (2019-nCoV)', 'Tests (Medical)', 'United States Politics and Government', 'Regulation and Deregulation of Industry', 'Quarantines']"
2020-03-28,FEMA Says at Least 7 People at the Disaster Agency Have the Coronavirus,article,News,,"['Global Warming', 'Environment', 'Greenhouse Gas Emissions', 'Coronavirus (2019-nCoV)', 'Quarantines', 'Disasters and Emergencies']"
2020-03-28,Medical Expert Who Corrects Trump Is Now a Target of the Far Right,article,News,,"['Coronavirus (2019-nCoV)', 'Rumors and Misinformation', 'United States Politics and Government', 'Epidemics', 'Social Media', 'Fringe Groups and Movements']"
2020-03-28,Variety: Acrostic,article,News,,[]
2020-03-28,Infinite Visions Were Hiding in the First Black Hole Image’s Rings,article,News,,"['Black Holes (Space)', 'Event Horizon Telescope', 'Telescopes and Observatories', 'Radio', 'Research', 'Stars and Galaxies', 'Space and Astronomy']"
2020-03-28,America Stress-Bought All the Baby Chickens,article,News,,"['Chickens', 'Eggs', 'Coronavirus (2019-nCoV)', 'Quarantines', 'Shutdowns (Institutional)', 'your-feed-selfcare']"
2020-03-28,FEMA Says at Least 7 People at the Disaster Agency Have the Coronavirus,article,News,,"['Global Warming', 'Environment', 'Greenhouse Gas Emissions', 'Coronavirus (2019-nCoV)', 'Quarantines', 'Disasters and Emergencies']"
2020-03-28,"In the Coronavirus Fight in Scandinavia, Sweden Stands Apart",article,News,,"['Coronavirus (2019-nCoV)', 'Politics and Government', 'Shutdowns (Institutional)', 'Quarantines', 'Epidemics']"
2020-03-28,"Russian State Oil Company Rosneft, in Sudden Move, Sells Assets in Venezuela",article,News,,"['Oil (Petroleum) and Gasoline', 'Politics and Government', 'Economic Conditions and Trends', 'Embargoes and Sanctions', 'International Relations', 'United States International Relations', 'International Trade and World Market']"
2020-03-28,Medical Expert Who Corrects Trump Is Now a Target of the Far Right,article,News,,"['Coronavirus (2019-nCoV)', 'Rumors and Misinformation', 'United States Politics and Government', 'Epidemics', 'Social Media', 'Fringe Groups and Movements']"
2020-03-28,"Larry Kramer, AIDS Warrior, Takes on Another Plague",article,News,,"['ACQUIRED IMMUNE DEFICIENCY SYNDROME', 'Coronavirus (2019-nCoV)', 'Epidemics']"
2020-03-28,The Lost Month: How a Failure to Test Blinded the U.S. to Covid-19,article,News,,"['Coronavirus (2019-nCoV)', 'Tests (Medical)', 'United States Politics and Government', 'Regulation and Deregulation of Industry', 'Quarantines']"
2020-03-28,Instacart Shoppers Plan to Strike Over Coronavirus Protections,article,News,,"['Coronavirus (2019-nCoV)', 'Supermarkets and Grocery Stores', 'Delivery Services', 'Wages and Salaries', 'Labor and Jobs', 'Freelancing, Self-Employment and Independent Contracting', 'Workplace Hazards and Violations', 'Strikes']"
2020-03-28,Instacart Shoppers Plan to Strike Over Coronavirus Protections,article,News,,"['Coronavirus (2019-nCoV)', 'Supermarkets and Grocery Stores', 'Delivery Services', 'Wages and Salaries', 'Labor and Jobs', 'Freelancing, Self-Employment and Independent Contracting', 'Workplace Hazards and Violations', 'Strikes']"
2020-03-28,‘Women Will Not Be Forced to Be Alone When They Are Giving Birth’,article,News,,"['Pregnancy and Childbirth', 'Coronavirus (2019-nCoV)', 'Hospitals', 'Parenting']"
2020-03-28,How a College Final Became a Lesson in Survival,article,News,,"['Books and Literature', 'Coronavirus (2019-nCoV)', 'Photography', 'Mental Health and Disorders', 'Trees and Shrubs']"
2020-03-28,"The Backstreet Boys, Neighbors and Strangers Provide Hope and Distraction From Virus Fears",article,News,,"['Social Media', 'Computers and the Internet', 'Music']"
2020-03-28,Keep the Change,article,News,,['Crossword Puzzles']
2020-03-28,Coronavirus May Add Billions to the Nation’s Health Care Bill,article,News,,"['Health Insurance and Managed Care', 'Coronavirus (2019-nCoV)', 'Hospitals', 'Epidemics', 'Regulation and Deregulation of Industry', 'your-feed-healthcare']"
2020-03-28,Tokyo Olympics Organizers Considering July 2021 for Opening Ceremony,article,News,,"['Olympic Games (2020)', 'Coronavirus (2019-nCoV)']"
2020-03-28,Keep the Change,article,News,,['Crossword Puzzles']
2020-03-28,"New Orleans Restaurants, Used to Disasters, Reckon With Something Worse",article,News,,"['Restaurants', 'Shutdowns (Institutional)', 'Hurricane Katrina (2005)', 'Layoffs and Job Reductions', 'Coronavirus (2019-nCoV)', 'Labor and Jobs', 'Philanthropy', 'Unemployment', 'Bars and Nightclubs']"
2020-03-28,Some Choice Words,article,News,,"['Crossword Puzzles', 'Greek Civilization']"
2020-03-28,"New Orleans Restaurants, Used to Disasters, Reckon With Something Worse",article,News,,"['Restaurants', 'Shutdowns (Institutional)', 'Hurricane Katrina (2005)', 'Layoffs and Job Reductions', 'Coronavirus (2019-nCoV)', 'Labor and Jobs', 'Philanthropy', 'Unemployment', 'Bars and Nightclubs']"
2020-03-28,"As Virus Spreads, China and Russia See Openings for Disinformation",article,News,,"['Coronavirus (2019-nCoV)', 'United States International Relations', 'Rumors and Misinformation', 'Propaganda', 'Espionage and Intelligence Services']"
2020-03-28,"Alone on the Road, a Trucker’s Long Haul as America Fights the Virus",article,News,,"['Coronavirus (2019-nCoV)', 'Trucks and Trucking', 'Labor and Jobs', 'United States Economy', 'Quarantines']"
2020-03-28,April Bills Loom. The Economy Hangs on How Many Are Left Unpaid.,article,News,,"['Coronavirus (2019-nCoV)', 'Shutdowns (Institutional)', 'Layoffs and Job Reductions', 'United States Economy', 'Recession and Depression', 'Wages and Salaries', 'Renting and Leasing (Real Estate)', 'Credit and Debt', 'Small Business', 'Personal Finances', 'Stimulus (Economic)']"
2020-03-28,"Trump to Issue Travel Advisory for N.Y. Region, Backing Off Quarantine Threat",article,News,,"['Coronavirus (2019-nCoV)', 'Travel Warnings', 'Quarantines', 'Federal-State Relations (US)', 'United States Politics and Government']"
2020-03-28,"In a Town Where Meth Is Eclipsing Opioids, Everyone Feels the Pain",article,News,,"['Drug Abuse and Traffic', 'Methamphetamines', 'Opioids and Opiates', 'Addiction (Psychology)', 'States (US)']"
2020-03-28,"Tornado Strikes Jonesboro, Ark., Injuring 22, Officials Say",article,News,,['Tornadoes']
2020-03-28,Sabrina Ionescu’s Big Moment Wasn’t the One She Expected,article,News,,['Basketball (College)']
2020-03-28,Coronavirus May Add Billions to the Nation’s Health Care Bill,article,News,,"['Health Insurance and Managed Care', 'Coronavirus (2019-nCoV)', 'Hospitals', 'Epidemics', 'Regulation and Deregulation of Industry', 'your-feed-healthcare']"
2020-03-28,"As Pandemic Rages, Sri Lanka’s President Pardons a War Criminal",article,News,,"['War Crimes, Genocide and Crimes Against Humanity', 'Amnesties, Commutations and Pardons', 'Defense and Military Forces', 'Coronavirus (2019-nCoV)', 'Civilian Casualties', 'Human Rights and Human Rights Violations', 'Curfews', 'Tamils (Ethnic Group)']"
2020-03-28,"As Pandemic Rages, Sri Lanka’s President Pardons a War Criminal",article,News,,"['War Crimes, Genocide and Crimes Against Humanity', 'Amnesties, Commutations and Pardons', 'Defense and Military Forces', 'Coronavirus (2019-nCoV)', 'Civilian Casualties', 'Human Rights and Human Rights Violations', 'Curfews', 'Tamils (Ethnic Group)']"
2020-03-28,"N.Y.C.’s 911 System Is Overwhelmed. ‘I’m Terrified,’ a Paramedic Says.",article,News,,"['Coronavirus (2019-nCoV)', 'AMBULANCES', 'Emergency Medical Treatment', 'Protective Clothing and Gear', 'Shortages', 'Masks', 'Nine-One-One (911) (Emergency Phone Number)']"
2020-03-28,Race/Related: Covid-19 and the Collapse of America’s Welfare State,article,News,,"['Race and Ethnicity', 'Politics and Government', 'Coronavirus (2019-nCoV)', 'Minorities', 'Black People', 'Poverty']"
2020-03-29,How Skiing Through a Pandemic Can Create a Community Crisis,article,News,,"['Skiing', 'Coronavirus (2019-nCoV)', 'Quarantines', 'Snowboarding', 'Avalanches']"
2020-03-29,8 Killed After Philippine Plane Bursts Into Flames,article,News,,"['AIRLINES AND AIRPLANES', 'Aviation Accidents, Safety and Disasters']"
2020-03-29,China Created a Fail-Safe System to Track Contagions. It Failed.,article,News,,"['Coronavirus (2019-nCoV)', 'Epidemics', 'Politics and Government', 'SARS (Severe Acute Respiratory Syndrome)', 'Hospitals']"
2020-03-29,Crisis in the Sahel Becoming France’s Forever War,article,News,,"['Defense and Military Forces', 'Terrorism']"
2020-03-29,India’s Coronavirus Lockdown Leaves Vast Numbers Stranded and Hungry,article,News,,"['Coronavirus (2019-nCoV)', 'Migrant Labor (Non-Agriculture)', 'Homeless Persons', 'Shutdowns (Institutional)', 'Poverty', 'Politics and Government']"
2020-03-29,How Skiing Through a Pandemic Can Create a Community Crisis,article,News,,"['Skiing', 'Coronavirus (2019-nCoV)', 'Quarantines', 'Snowboarding', 'Avalanches']"
2020-03-29,8 Killed After Philippine Plane Bursts Into Flames,article,News,,"['AIRLINES AND AIRPLANES', 'Aviation Accidents, Safety and Disasters']"
2020-03-29,India’s Coronavirus Lockdown Leaves Vast Numbers Stranded and Hungry,article,News,,"['Coronavirus (2019-nCoV)', 'Migrant Labor (Non-Agriculture)', 'Homeless Persons', 'Shutdowns (Institutional)', 'Poverty', 'Politics and Government']"
2020-03-29,Crisis in the Sahel Becoming France’s Forever War,article,News,,"['Defense and Military Forces', 'Terrorism']"
2020-03-29,Is the U.S. Headed Toward a Short British-Style Election?,article,News,,"['Presidential Election of 2020', 'Campaign Finance', 'United States Politics and Government', 'Democratic National Convention', 'Republican National Convention']"
2020-03-29,How Russia’s Troll Farm Is Changing Tactics Before the Fall Election,article,News,,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Social Media', 'Presidential Election of 2020', 'Rumors and Misinformation']"
2020-03-29,The U.S. Tried to Build a New Fleet of Ventilators. The Mission Failed.,article,News,,"['Coronavirus (2019-nCoV)', 'Ventilators (Medical)', 'Epidemics', 'Stockpiling', 'Shortages', 'Federal Budget (US)']"
2020-03-29,"Trump Extends Social Distancing Guidelines to April 30 as U.S. Cases Top 140,000",article,News,,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Deaths (Fatalities)', 'States (US)']"
2020-03-29,Now Playing Nightly on Instagram: Sketch Comedy’s Newest Star,article,News,,"['Comedy and Humor', 'Social Media']"
2020-03-29,Homes That Sold for Around $1.5 Million,article,News,,['Real Estate and Housing (Residential)']
2020-03-29,"They Asked Black Artists About Inspiration. Here, They Share Their Own.",article,News,,"['Black People', 'Art']"
2020-03-29,What Sept. 11 Taught Us About Confronting Catastrophe,article,News,,"['Coronavirus (2019-nCoV)', 'Emergency Medical Treatment', 'September 11 (2001)', 'World Trade Center (Manhattan, NY)', 'Disasters and Emergencies', 'Hospitals']"
2020-03-29,"Liberty University Brings Back Its Students, and Coronavirus Fears, Too",article,News,,"['Coronavirus (2019-nCoV)', 'Colleges and Universities', 'Shutdowns (Institutional)', 'Conservatism (US Politics)']"
2020-03-29,"A City Hunkered Down to Survive an Outbreak. That Helped in a Tornado, Too.",article,News,,"['Coronavirus (2019-nCoV)', 'Tornadoes']"
2020-03-29,"Oil Prices Crash, Virus Hits, Commerce Stops: Iraq Is in Trouble.",article,News,,"['Coronavirus (2019-nCoV)', 'Politics and Government', 'Economic Conditions and Trends', 'Curfews', 'Oil (Petroleum) and Gasoline', 'Layoffs and Job Reductions']"
2020-03-29,How Asian-American Leaders Are Grappling With Xenophobia Amid Coronavirus,article,News,,"['Discrimination', 'Race and Ethnicity', 'United States Politics and Government', 'Coronavirus (2019-nCoV)', 'Asian-Americans', 'Chinese-Americans']"
2020-03-29,"Oil Prices Crash, Virus Hits, Commerce Stops: Iraq Is in Trouble.",article,News,,"['Coronavirus (2019-nCoV)', 'Politics and Government', 'Economic Conditions and Trends', 'Curfews', 'Oil (Petroleum) and Gasoline', 'Layoffs and Job Reductions']"
2020-03-29,"James L. Dolan, the Knicks Owner, Tests Positive for the Coronavirus",article,News,,"['Basketball', 'Coronavirus (2019-nCoV)']"
2020-03-29,Homes That Sold for Around $1.5 Million,article,News,,['Real Estate and Housing (Residential)']
2020-03-29,"They Asked Black Artists About Inspiration. Here, They Share Their Own.",article,News,,"['Black People', 'Art']"
2020-03-29,"What’s Going On in This Picture? | March 30, 2020",article,News,,[]
2020-03-29,Typographic Flourish,article,News,,['Crossword Puzzles']
2020-03-29,"Tracy Meng, Kyle Matson",article,News,,['Weddings and Engagements']
2020-03-29,"Margaret Walker, Aran Clair",article,News,,['Weddings and Engagements']
2020-03-29,‘I Saw Another Woman on the Platform Do an Obvious Double Take’,article,News,,[]
2020-03-29,"Margaret Walker, Aran Clair",article,News,,['Weddings and Engagements']
2020-03-29,"Tracy Meng, Kyle Matson",article,News,,['Weddings and Engagements']
2020-03-29,What to Cook This Week,article,News,,['Cooking and Cookbooks']
2020-03-29,"A Fight Over Money, Loyalty and Who Gets Credit for an Artist’s Rise",article,News,,"['Art', 'Suits and Litigation (Civil)']"
2020-03-29,Trump Extends Social Distancing Guidelines Through End of April,article,News,,"['Coronavirus (2019-nCoV)', 'United States Politics and Government', 'Shutdowns (Institutional)', 'Protective Clothing and Gear', 'Ventilators (Medical)', 'Shortages', 'Governors (US)']"
2020-03-29,What’s on TV Sunday: ‘Portrait of a Lady on Fire’ and ‘Beef House’,article,News,,"['Movies', 'Television']"
2020-03-29,"Corrections: March 29, 2020",article,News,,[]
2020-03-29,The Week in Business: Throwing Money at a Pandemic,article,News,,"['Stocks and Bonds', 'United States Economy', 'Coronavirus (2019-nCoV)', 'Recession and Depression', 'Labor and Jobs', 'Unemployment', 'Stimulus (Economic)']"
2020-03-29,North Korea Launches Two Short-Range Ballistic Missiles,article,News,,"['Missiles and Missile Defense Systems', 'United States International Relations']"
2020-03-29,Teachers’ Herculean Task: Moving 1.1 Million Children to Online School,article,News,,"['Reading and Writing Skills (Education)', 'Education (K-12)', 'Computers and the Internet', 'Wireless Communications', 'Quarantines', 'Coronavirus (2019-nCoV)', 'Teachers and School Employees']"
2020-03-29,What’s on TV Sunday: ‘Portrait of a Lady on Fire’ and ‘Beef House’,article,News,,"['Movies', 'Television']"
2020-03-29,"Corrections: March 29, 2020",article,News,,[]
2020-03-29,North Korea Launches Two Short-Range Ballistic Missiles,article,News,,"['Missiles and Missile Defense Systems', 'United States International Relations']"
2020-03-29,"Corrections: March 29, 2020",article,News,,[]
2020-03-29,North Korea Launches Two Short-Range Ballistic Missiles,article,News,,"['Missiles and Missile Defense Systems', 'United States International Relations']"
2020-03-29,Gargling for Coronavirus? What Science Can Tell Us,article,News,,"['Colds', 'Iodine', 'Coronavirus (2019-nCoV)', 'Throat', 'Influenza', 'Microbiology', 'Mouthwash', 'Hygiene and Cleanliness']"
2020-03-29,They Create Nightmare Worlds for TV. Now They’re Living in One.,article,News,,"['Television', 'Coronavirus (2019-nCoV)']"
